$movie_id$movie_title$comment_user$comment_time$comment_vote$comment_text
78$25845392$长津湖$Mr.NotHere$2021-09-29 18:07:14$1299$今天来看了长津湖，有些感受，不涉及剧情的透漏，因此写下来。电影中给我两个感受颇深的点。第一点，圣诞节那天，中国军队和美国军队伙食的巨大反差，让人真的心疼我国志愿军，但丝毫不影响他们作战和快乐的心情，所以优越的物质条件并不是决定成败的根本因素，有时候人的意志才是。第二点，不知道大家对于我国从朝鲜运回烈士遗骸有何感受。但这次我深切感受到运回烈士遗骸的必要性。这些烈士在他们那个时代，也有精彩的人生，但他们为了祖国，去异国他乡战斗，为国捐躯，献出自己宝贵和本该精彩的人生，后人真的应该永远铭记他们，把他们遗骸送回祖国大地也是后代子孙应该做的，他们值得，这也是我们对历史做出贡献的人的尊重，是跨越时空的尊重。
79$25845392$长津湖$那就豆花吧$2021-10-02 22:55:04$286$我知道，所有的战争都是惨烈的，但一直以来，我所感知的“惨烈”都是不可名状的。《长津湖》最大程度还原了抗美援朝战争的真实情境，其中多处战争场面令人心惊、令人震撼、令人悲痛。战场把人变成鬼。开着战斗机的美国大兵，对着“死尸”扫射，只是为了打发时间、做个无聊赌约。活着的时候是侩子手，死去之后又是鞭尸人。与天斗是为了与人斗。零下40℃的极寒天气，隐藏在大大小小谷壑中的中国军人，他们和老天爷对抗着，只为同意欲抢夺祖国疆土的美国士兵较量。没有打不死的英雄。资本主义的战争遍地是杀人机器，而我们只有一波又一波的血肉之躯。坦克、迫击炮、火箭筒，在枪林弹雨里，我们能用的武器太少也太小。上了战场的都是英雄，但他们却不是打不死的。电影只是历史的一个缩影，背后的惨烈不敢想象。新中国来之不易！致敬中国军人！
80$25845392$长津湖$ssss219$2021-10-02 18:50:53$274$近两年从金刚川，到1950，到长津湖。这次感触最深。外公也是19岁上的现场，也会怕疼，也会调皮，也会想家。
81$25845392$长津湖$Herry·Stark$2021-10-02 23:39:35$317$"画面出现在感恩节，我军战士只能躲在冰冷雪山沟里啃冻的邦邦硬硌掉牙的土豆时，万恶的美军却在温暖的阵地里开快乐而酒肉满足的派对。这个前后画面对比异常强烈。
这就是长津湖战役，我们的先辈与当时美军各方面的悬殊差距，看到雷爸喊疼说不要留下他自己最后死去的片段时，更深刻的感受了什么是前仆后继，电影或精彩或激烈或好笑的片段很多，但让我始终紧张和恐慌的，是那未休止的枪炮声和美军飞机的呜呜声，试想下我只是坐在影院里听声音就对炮弹爆炸、美机不时的轰炸而惊慌和害怕，揪着的心从未放下，那当年那些踏上战场，真真切切面对战争的祖祖辈辈们又该有怎样怎样怎样我们想象不到的经历和感受。
我们活在他们希望的未来里，有什么理由不珍惜？
永怀感恩，感恩你们"
82$25845392$长津湖$壹贰叁肆伍$2021-09-30 06:18:33$1271$"每一个志愿军都是值得我们记住和致敬的最可爱的人！易烊千玺就是伍万里，他就是我们的眼睛，带领我们去参与那段历史。
"
83$25845392$长津湖$熊宝$2022-01-03 00:06:06$366$特效是几毛钱，演技也不够，故事更是没讲好，大制作大投资挟爱国主义公器以私用，对不起志愿军战士们。
84$25845392$长津湖$90210$2021-10-05 18:19:02$262$开头特效直接看傻眼 剧情碎得我直接懵逼 结尾看完到泪点 三个小时 哭不出来  吴京是中国人的大男主吗？ 三位拍得这么烂对得起抗美援朝志愿军吗？ 胡军 段奕宏 演技太牛 yyqx的角色存在的意义是什么？必须要每一个片都有成长的历程吗？这还是战争片？
85$25845392$长津湖$第四十六只斑鸠$2022-01-01 20:53:42$263$看到两个坦克炮弹撞到一起然后一枚炮弹跳弹了，美军坦克炸了我军完好无损的时候，我已经放弃了在这部电影里找任何意义的尝试。
86$25845392$长津湖$周冬雨$2021-09-30 14:18:49$752$战争场面震撼我妈，叹为观止，看完后好想哭，伍千里拿出那个记录牺牲的战士们的小本本的时候我真的哭到泪崩
87$25845392$长津湖$百代过客$2021-09-27 23:47:38$638$从火车出逃的隐蔽戏和第一场村庄支援战太棒了，盖过了后半段的总进攻。整体而言，就特别博纳——主旋律，老面孔，秃如其来的口号式台词，虽迟但到的煽情，不过这次的惊喜角色是胡军饰演的雷爹。一场艰苦而伟大的胜利，来之不易的幸福。
88$25845392$长津湖$Ramen$2021-10-03 09:04:59$674$想讲的太多，结果是一个也没讲好。剪辑混乱 ，特效低廉，情感线离谱，陈凯歌你还是把我对于你那点仅有的尊敬败光了。
89$25845392$长津湖$Krush$2021-10-03 16:54:39$397$连工业水准也很差。全片有一个好镜头，打开车门，对面的火车驶过，后面是长城，超越本身叙事的美感
90$25845392$长津湖$DramaEva$2021-09-29 15:08:26$2689$千玺棒棒的！！！视觉效果超赞！感觉跟《1950他们正年轻》搭一起看超好哭😭
91$25845392$长津湖$在流逝之外$2022-01-01 18:05:21$153$把这么悲壮的题材，用最商业的手法，最低劣的特效，包装成了一个糊了的大蛋糕，加塑料大桶饮料，去糊弄那些一年就春节档看一回电影的普通观众。最让人可耻的是，这些人不是不能拍出真正深沉的好东西！而是他们不想！因为没有市场，这才是最让人想他妈骂街的地方。
92$25845392$长津湖$。$2021-10-05 17:01:21$181$虽然不是五星的电影，但五星送给抗美援朝的战士们，唯有感恩和尊敬
93$25845392$长津湖$两百斤不含头丶$2021-10-01 19:52:08$346$"冗长而又充斥着枪炮爆炸的战斗对观众太不友好了，根本就看不明白几个小段的战术目标是啥就切来切去。特效和爆炸除了开头的舰炮齐射外真的称不上大制作，果然预告片只选最好的一段是吗😂。几段战斗给人的感觉还是和知乎上说得一样，导演都想不明白为什么能赢，就只能拍成几个战士超强的个人能力和人海战术一冲就完了，还是得要有真的会打仗的人来监制啊。全片整体上就只表现了一场战役和简陋的中共高层讨论(毛主席一拍板就完了)，根本就没涉及到中美苏的三国博弈和朝战全过程的形势变化，归根结底还是一部赞美解放军战士作风优良处境艰难但有信仰加持从而战胜强大敌人的老调重弹，很难让人有深刻的感触啊。
(结尾的一幕颇有些邓艾偷渡阴平结果撞见诸葛亮废弃的营寨的味道，就有一种小农/天朝的智慧终究还是胜过洋鬼子的感觉，有些小家子气了。"
94$25845392$长津湖$皮皮米$2021-10-02 09:20:49$337$万里这个角色，有点儿牵强，还是感觉加入这个角色是为了电影市场和流量，在整体故事线中，真可有可无，没那么重要；三个小时的电影，总体来说，还是蛮紧凑的，节奏把控不错，最喜欢胡军饰演的“雷爹”这个角色，很真实！
95$25845392$长津湖$看看好剧$2021-09-28 10:38:31$752$看过25日首映。感觉就是震撼感动！不剧透，大家都去看吧！我可以保证你看完觉得值回票价！千玺演的真好，年少有为👍👍
96$25845392$长津湖$F小星♡$2021-10-05 01:29:51$147$和我爸一起看的，开始时他突然靠过来说：你爷爷曾经参加过抗美援朝，也是第二批入朝的。
97$25845392$长津湖$水淼i$2021-10-05 09:02:11$314$13亿的大制作，结果开头的特效假的直接让人出戏。。。
98$25845392$长津湖$milk$2021-09-30 14:33:57$751$终于看到了心心念念，期待已久的长津湖。无论场面，音效和特效都特别的棒，把抗美援朝这段波澜壮观的历史很好的呈现在观众面前。“没有冻不死的英雄，也没有打不死的英雄，有的只是军人的荣耀”，“如果我们不打这一仗，我们的下一代就要打，我希望我们的下一代能生活在一个没有硝烟的世界”，一句句台词震撼人心，引起共鸣。感谢前人的牺牲付出，才换来没有硝烟的和平年代。
99$25845392$长津湖$张小北$2021-10-03 00:38:58$81$长津湖，钢铁、勇气和信念的决战之地。残酷到双方都把它作为勇气和荣耀的代表。作为一部特定历史时期担负特定任务的中国电影，艺术层面的优劣可以商榷探讨；但在制作层面，无论好与不好，它都已经是当下中国电影的极限了。（了解部分后期制作的过程，只希望以后不要再去挑战这个极限了）
100$25845392$长津湖$F小星♡$2021-10-05 01:29:51$147$和我爸一起看的，开始时他突然靠过来说：你爷爷曾经参加过抗美援朝，也是第二批入朝的。
101$25845392$长津湖$ssss219$2021-10-02 18:50:53$274$近两年从金刚川，到1950，到长津湖。这次感触最深。外公也是19岁上的现场，也会怕疼，也会调皮，也会想家。
102$25845392$长津湖$Herry·Stark$2021-10-02 23:39:35$317$"画面出现在感恩节，我军战士只能躲在冰冷雪山沟里啃冻的邦邦硬硌掉牙的土豆时，万恶的美军却在温暖的阵地里开快乐而酒肉满足的派对。这个前后画面对比异常强烈。
这就是长津湖战役，我们的先辈与当时美军各方面的悬殊差距，看到雷爸喊疼说不要留下他自己最后死去的片段时，更深刻的感受了什么是前仆后继，电影或精彩或激烈或好笑的片段很多，但让我始终紧张和恐慌的，是那未休止的枪炮声和美军飞机的呜呜声，试想下我只是坐在影院里听声音就对炮弹爆炸、美机不时的轰炸而惊慌和害怕，揪着的心从未放下，那当年那些踏上战场，真真切切面对战争的祖祖辈辈们又该有怎样怎样怎样我们想象不到的经历和感受。
我们活在他们希望的未来里，有什么理由不珍惜？
永怀感恩，感恩你们"
103$25845392$长津湖$康斯坦$2021-09-27 17:54:21$318$香港导演们，使命…没有必达。段奕宏表演最佳。
104$25845392$长津湖$壹贰叁肆伍$2021-09-30 06:18:33$1271$"每一个志愿军都是值得我们记住和致敬的最可爱的人！易烊千玺就是伍万里，他就是我们的眼睛，带领我们去参与那段历史。
"
105$25845392$长津湖$一个人的电影$2021-09-25 18:36:34$260$林超贤所设计的部分 音乐很熟悉。不得不说林超贤对战争的把控很到位呀。
106$25845392$长津湖$周冬雨$2021-09-30 14:18:49$752$战争场面震撼我妈，叹为观止，看完后好想哭，伍千里拿出那个记录牺牲的战士们的小本本的时候我真的哭到泪崩
107$25845392$长津湖$DramaEva$2021-09-29 15:08:26$2689$千玺棒棒的！！！视觉效果超赞！感觉跟《1950他们正年轻》搭一起看超好哭😭
108$25845392$长津湖$张小北$2021-10-03 00:38:58$81$长津湖，钢铁、勇气和信念的决战之地。残酷到双方都把它作为勇气和荣耀的代表。作为一部特定历史时期担负特定任务的中国电影，艺术层面的优劣可以商榷探讨；但在制作层面，无论好与不好，它都已经是当下中国电影的极限了。（了解部分后期制作的过程，只希望以后不要再去挑战这个极限了）
109$25845392$长津湖$。$2021-10-05 17:01:21$181$虽然不是五星的电影，但五星送给抗美援朝的战士们，唯有感恩和尊敬
